Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
ARSK,0.377,0.595,0.652,2,hsa-miR-5585-3p,hsa-miR-6847-3p,,,,,
LINC00346,0.224,0.592,0.447,2,hsa-miR-5591-5p,hsa-miR-6847-3p,,,,,
NCKIPSD,0.224,0.592,0.447,2,hsa-miR-5591-5p,hsa-miR-6847-3p,,,,,
PITPNM3,0.257,0.592,0.49,2,hsa-miR-6769b-5p,hsa-miR-6847-3p,,,,,
VPS8,0.15,0.592,0.345,2,hsa-miR-6769b-5p,hsa-miR-6847-3p,,,,,
AGO3,0.594,0.659,0.98,2,hsa-miR-6829-3p,hsa-miR-6847-3p,,,,,
GREB1,0.0508,0.592,0.183,2,hsa-miR-7151-5p,hsa-miR-6847-3p,,,,,
CPE,0.285,0.592,0.528,2,hsa-miR-7703,hsa-miR-6847-3p,,,,,
EBF4,0.00301,0.585,0.0431,2,hsa-miR-3130-3p,hsa-miR-7151-5p,,,,,
AMOTL1,0.169,0.592,0.372,2,hsa-miR-371b-5p,hsa-miR-7151-5p,,,,,
CASP16P,0.224,0.592,0.447,2,hsa-miR-4282,hsa-miR-7151-5p,,,,,
CDKN1B,0.473,0.62,0.786,2,hsa-miR-4282,hsa-miR-7151-5p,,,,,
CFHR3,0.00301,0.585,0.0431,2,hsa-miR-5585-3p,hsa-miR-7151-5p,,,,,
ARMCX6,0.0246,0.592,0.124,2,hsa-miR-5585-3p,hsa-miR-7151-5p,,,,,
MARK2,0.165,0.592,0.366,2,hsa-miR-6722-3p,hsa-miR-7151-5p,,,,,
ZNF292,0.0481,0.592,0.178,2,hsa-miR-7703,hsa-miR-7151-5p,,,,,
PRRG4,0.512,0.627,0.846,2,hsa-miR-7703,hsa-miR-7151-5p,,,,,
MYDGF,0.0154,0.592,0.097,2,hsa-miR-1229-3p,hsa-miR-7703,,,,,
ZNF383,0.169,0.592,0.372,2,hsa-miR-1229-3p,hsa-miR-7703,,,,,
PAK2,0.257,0.592,0.49,2,hsa-miR-1253,hsa-miR-7703,,,,,
POFUT2,0.249,0.592,0.479,2,hsa-miR-1253,hsa-miR-7703,,,,,
RPL12,0.0899,0.592,0.253,2,hsa-miR-134-3p,hsa-miR-7703,,,,,
VHLL,0.177,0.592,0.382,2,hsa-miR-134-3p,hsa-miR-7703,,,,,
MOCS3,0.124,0.592,0.307,2,hsa-miR-218-2-3p,hsa-miR-7703,,,,,
GOSR1,0.265,0.592,0.501,2,hsa-miR-3130-3p,hsa-miR-7703,,,,,
TMEM33,0.241,0.592,0.469,2,hsa-miR-3130-3p,hsa-miR-7703,,,,,
AAED1,0.224,0.592,0.447,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
C17orf105,0.281,0.592,0.523,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
CHAF1B,0.208,0.592,0.426,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
CHST6,0.216,0.592,0.436,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
EHD4,0.0679,0.592,0.215,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
LRPAP1,0.181,0.592,0.388,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
MTX3,0.322,0.592,0.576,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
S1PR2,0.269,0.592,0.506,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
SHE,0.132,0.592,0.318,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
SLC24A4,0.33,0.592,0.587,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
SLC35E2,0.314,0.592,0.566,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
STAT2,0.146,0.592,0.339,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
TMEM65,0.062,0.592,0.205,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
TSPEAR-AS2,0.0333,0.592,0.145,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
WT1,0.189,0.592,0.399,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
ZNF157,0.0481,0.592,0.178,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
RNF115,0.366,0.595,0.636,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
SYNJ2BP,0.533,0.636,0.878,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
EIF5A2,0.193,0.592,0.404,2,hsa-miR-412-3p,hsa-miR-7703,,,,,
COPS8,0.0679,0.592,0.215,2,hsa-miR-4282,hsa-miR-7703,,,,,
DSEL,0.232,0.592,0.458,2,hsa-miR-4282,hsa-miR-7703,,,,,
HBP1,0.169,0.592,0.372,2,hsa-miR-4282,hsa-miR-7703,,,,,
PPIL4,0.224,0.592,0.447,2,hsa-miR-4282,hsa-miR-7703,,,,,
RASSF9,0.257,0.592,0.49,2,hsa-miR-4282,hsa-miR-7703,,,,,
SCARF1,0.0932,0.592,0.259,2,hsa-miR-4282,hsa-miR-7703,,,,,
UNKL,0.0333,0.592,0.145,2,hsa-miR-4282,hsa-miR-7703,,,,,
DNAJC28,0.35,0.595,0.614,2,hsa-miR-4282,hsa-miR-7703,,,,,
AMD1,0.416,0.608,0.706,2,hsa-miR-4282,hsa-miR-7703,,,,,
XKR4,0.447,0.612,0.749,2,hsa-miR-4282,hsa-miR-7703,,,,,
CHEK1,0.107,0.592,0.28,2,hsa-miR-4524b-5p,hsa-miR-7703,,,,,
ARFGEF1,0.0333,0.592,0.145,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
GJC1,0.0965,0.592,0.264,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MCTS1,0.293,0.592,0.539,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MED29,0.208,0.592,0.426,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MIGA1,0.103,0.592,0.275,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MRM3,0.253,0.592,0.485,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
NEK9,0.169,0.592,0.372,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
NUP93,0.128,0.592,0.312,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
RBM43,0.257,0.592,0.49,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
SIGLEC9,0.253,0.592,0.485,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
TAF13,0.15,0.592,0.345,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
UQCR11,0.0649,0.592,0.21,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
ZNF844,0.193,0.592,0.404,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
ZNF566,0.409,0.603,0.695,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
SERF1A,0.0866,0.592,0.248,2,hsa-miR-4741,hsa-miR-7703,,,,,
SERF1B,0.0932,0.592,0.259,2,hsa-miR-4741,hsa-miR-7703,,,,,
ALG9,0.322,0.592,0.576,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
CCNB1,0.228,0.592,0.452,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
ITGB8,0.154,0.592,0.35,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
METTL8,0.314,0.592,0.566,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
RBMS2,0.42,0.608,0.711,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
CCDC80,0.432,0.609,0.727,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
DOCK7,0.146,0.592,0.339,2,hsa-miR-5585-3p,hsa-miR-7703,,,,,
6-Mar,0.277,0.592,0.517,2,hsa-miR-5591-5p,hsa-miR-7703,,,,,
IFNLR1,0.491,0.623,0.813,2,hsa-miR-5591-5p,hsa-miR-7703,,,,,
TMEM145,0.0455,0.592,0.172,2,hsa-miR-6722-3p,hsa-miR-7703,,,,,
TRMT2B,0.124,0.592,0.307,2,hsa-miR-6722-3p,hsa-miR-7703,,,,,
ZNF394,0.381,0.595,0.657,2,hsa-miR-6722-3p,hsa-miR-7703,,,,,
PLEKHA3,0.281,0.592,0.523,2,hsa-miR-6769b-5p,hsa-miR-7703,,,,,
TMED4,0.377,0.595,0.652,2,hsa-miR-6769b-5p,hsa-miR-7703,,,,,
FAHD1,0.346,0.593,0.609,2,hsa-miR-6802-3p,hsa-miR-7703,,,,,
AEN,0.132,0.592,0.318,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
TMEM170A,0.314,0.592,0.566,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
TPGS1,0.0591,0.592,0.199,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
CEP104,0.35,0.595,0.614,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
GAN,0.432,0.609,0.727,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
MYPN,0.476,0.62,0.792,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
NUP155,0.261,0.592,0.496,2,hsa-miR-6847-3p,hsa-miR-7703,,,,,
OLFML2A,0.181,0.592,0.388,2,hsa-miR-6847-3p,hsa-miR-7703,,,,,
GINM1,0.346,0.593,0.609,2,hsa-miR-6847-3p,hsa-miR-7703,,,,,
STK4,0.529,0.634,0.873,2,hsa-miR-6847-3p,hsa-miR-7703,,,,,
QPCT,0.0288,0.592,0.135,2,hsa-miR-7854-3p,hsa-miR-7703,,,,,
TERF2,0.245,0.592,0.474,2,hsa-miR-7854-3p,hsa-miR-7703,,,,,
ZBTB8A,0.212,0.592,0.431,2,hsa-miR-7854-3p,hsa-miR-7703,,,,,
CDCP1,0.381,0.595,0.657,2,hsa-miR-7854-3p,hsa-miR-7703,,,,,
FAM129B,0.261,0.592,0.496,2,hsa-miR-1227-5p,hsa-miR-7854-3p,,,,,
NRIP3,0.181,0.592,0.388,2,hsa-miR-1229-3p,hsa-miR-7854-3p,,,,,
TUBB,0.277,0.592,0.517,2,hsa-miR-1253,hsa-miR-7854-3p,,,,,
ABHD2,0.358,0.595,0.625,2,hsa-miR-449c-3p,hsa-miR-7854-3p,,,,,
AKT3,0.0999,0.592,0.269,2,hsa-miR-4524b-5p,hsa-miR-7854-3p,,,,,
PISD,0.185,0.592,0.393,2,hsa-miR-4524b-5p,hsa-miR-7854-3p,,,,,
RECK,0.158,0.592,0.356,2,hsa-miR-4524b-5p,hsa-miR-7854-3p,,,,,
ARPP19,0.597,0.659,0.986,2,hsa-miR-4524b-5p,hsa-miR-7854-3p,,,,,
PNPLA3,0.208,0.592,0.426,2,hsa-miR-4722-3p,hsa-miR-7854-3p,,,,,
ZNF329,0.197,0.592,0.409,2,hsa-miR-4722-3p,hsa-miR-7854-3p,,,,,
CRCP,0.63,0.679,1.05,2,hsa-miR-4722-3p,hsa-miR-7854-3p,,,,,
MRPL44,0.114,0.592,0.291,2,hsa-miR-4749-5p,hsa-miR-7854-3p,,,,,
NACC2,0.579,0.653,0.953,2,hsa-miR-548h-5p,hsa-miR-7854-3p,,,,,
GPRC5B,0.074,0.592,0.226,2,hsa-miR-5591-5p,hsa-miR-7854-3p,,,,,
RNF187,0.224,0.592,0.447,2,hsa-miR-6722-3p,hsa-miR-7854-3p,,,,,
ARIH2,0.0429,0.592,0.167,2,hsa-miR-6769b-5p,hsa-miR-7854-3p,,,,,
FBXO45,0.132,0.592,0.318,2,hsa-miR-6769b-5p,hsa-miR-7854-3p,,,,,
NUP62,0.173,0.592,0.377,2,hsa-miR-6769b-5p,hsa-miR-7854-3p,,,,,
SLC6A17,0.0899,0.592,0.253,2,hsa-miR-7151-5p,hsa-miR-7854-3p,,,,,
